increscioso	O	O	
.	O	O	

Sentiva	O	O	
di	O	O	
aver	O	O	
sodisfatto	O	O	
a	O	O	
bastanza	O	O	
le	O	O	
esigenze	O	O	
dell	O	O	
'	O	O	
intelletto	O	O	
,	O	O	
e	O	O	
di	O	O	
aver	O	O	
trascurato	O	O	
troppo	O	O	
quelle	O	O	
del	O	O	
sentimento	O	O	
.	O	O	

Annunziandomi	O	O	
il	O	O	
suo	O	O	
prossimo	O	O	
matrimonio	O	O	
,	O	O	
mi	O	O	
avea	O	O	
domandato	O	O	
:	O	O	
--	O	O	
Ti	O	O	
sembra	O	O	
che	O	O	
ci	O	O	
sia	O	O	
molta	O	O	
sproporzione	O	O	
tra	O	O	
la	O	O	
mia	O	O	
età	O	O	
e	O	O	
quella	O	O	
della	O	O	
futura	B-PER	O	
mia	I-PER	O	
moglie	I-PER	O	
?	O	O	

--	O	O	
No	O	O	
davvero	O	O	
--	O	O	
risposi	O	O	
.	O	O	

Questa	O	O	
idea	O	O	
che	O	O	
lo	O	O	
aveva	O	O	
tenuto	O	O	
esitante	O	O	
parecchi	O	O	
mesi	O	O	
,	O	O	
dovette	O	O	
riaffacciarglisi	O	O	
,	O	O	
sei	O	O	
mesi	O	O	
dopo	O	O	
,	O	O	
alla	O	O	
mente	O	O	
quando	O	O	
egli	O	O	
sentì	O	O	
i	O	O	
primi	O	O	
sintomi	O	O	
della	O	O	
gelosia	O	O	
che	O	O	
parve	O	O	
invecchiarlo	O	O	
di	O	O	
dieci	O	O	
anni	O	O	
in	O	O	
pochissimo	O	O	
tempo	O	O	
.	O	O	

Credendolo	O	O	
colpito	O	O	
da	O	O	
male	O	O	
occulto	O	O	
che	O	O	
gli	O	O	
insidiasse	O	O	
la	O	O	
vita	O	O	
,	O	O	
lo	O	O	
sollecitavo	O	O	
caldamente	O	O	
di	O	O	
consultare	O	O	
un	B-PER	O	
medico	I-PER	O	
e	O	O	
di	O	O	
curarsi	O	O	
.	O	O	

--	O	O	
Sto	O	O	
benissimo	O	O	
--	O	O	
rispondeva	O	O	
.	O	O	

--	O	O	
La	B-PER	O	
tua	I-PER	O	
signora	I-PER	O	
è	O	O	
impensierita	O	O	
--	O	O	
gli	O	O	
dissi	O	O	
una	O	O	
volta	O	O	
.	O	O	

--	O	O	
Per	O	O	
così	O	O	
poco	O	O	
?	O	O	

--	O	O	
soggiunse	O	O	
con	O	O	
accento	O	O	
d	O	O	
'	O	O	
ironia	O	O	
e	O	O	
di	O	O	
tristezza	O	O	
.	O	O	

Non	O	O	
osai	O	O	
d	O	O	
'	O	O	
insistere	O	O	
oltre	O	O	
,	O	O	
sospettando	O	O	
intime	O	O	
ragioni	O	O	
inesplicabili	O	O	
per	O	O	
me	O	O	
.	O	O	

La	B-PER	O	
giovane	I-PER	O	
sposa	I-PER	O	
mi	O	O	
sembrava	O	O	
in	O	O	
continua	O	O	
adorazione	O	O	
davanti	O	O	
a	O	O	
lui	O	O	
.	O	O	

Bionda	O	O	
,	O	O	
piccola	O	O	
,	O	O	
gracile	O	O	
,	O	O	
sufficientemente	O	O	
colta	O	O	
da	O	O	
potere	O	O	
apprezzarne	O	O	
l	O	O	
'	O	O	
elevatissima	O	O	
intelligenza	O	O	
e	O	O	
la	O	O	
immensa	O	O	
bontà	O	O	
d	O	O	
'	O	O	
animo	O	O	
,	O	O	
io	O	O	
la	O	O	
stimavo	O	O	
vinta	O	O	
dal	O	O	
doppio	O	O	
fascino	O	O	
della	O	O	
virilità	O	O	
di	O	O	
quel	B-PER	O	
bruno	I-PER	O	
,	I-PER	O	
alto	I-PER	O	
e	I-PER	O	
forte	I-PER	O	
,	O	O	
e	O	O	
della	O	O	
luminosità	O	O	
dello	O	O	
spirito	O	O	
che	O	O	
gli	O	O	
raggiava	O	O	
negli	O	O	
occhi	O	O	
nerissimi	O	O	
e	O	O	
nell	O	O	
'	O	O	
ampia	O	O	
fronte	O	O	
.	O	O	

Sapevo	O	O	
che	O	O	
lo	O	O	
aveva	O	O	
amato	O	O	
lei	O	O	
prima	O	O	
di	O	O	
essere	O	O	
amata	O	O	
,	O	O	
e	O	O	
che	O	O	
questa	O	O	
circostanza	O	O	
avea	O	O	
molto	O	O	
contribuito	O	O	
ad	O	O	
affrettare	O	O	
la	O	O	
risoluzione	O	O	
e	O	O	
la	O	O	
decisione	O	O	
di	O	O	
lui	O	O	
.	O	O	

Un	O	O	
anno	O	O	
dopo	O	O	
,	O	O	
la	O	O	
febbre	O	O	
tifoidea	O	O	
troncava	O	O	
quasi	O	O	
improvvisamente	O	O	
quella	B-PER	O	
giovane	I-PER	O	
vita	I-PER	O	
.	O	O	

Il	O	O	
dolore	O	O	
di	O	O	
Tullio	B-PER	O	
per	O	O	
tale	O	O	
perdita	O	O	
fu	O	O	
così	O	O	
straordinario	O	O	
,	O	O	
che	O	O	
io	O	O	
,	O	O	
ripensando	O	O	
molti	O	O	
particolari	O	O	
da	O	O	
me	O	O	
notati	O	O	
e	O	O	
parecchie	O	O	
sue	O	O	
strane	O	O	
risposte	O	O	
,	O	O	
fui	O	O	
indotto	O	O	
a	O	O	
sospettarlo	O	O	
esagerato	O	O	
ad	O	O	
arte	O	O	
per	O	O	
scancellare	O	O	
le	O	O	
impressioni	O	O	
che	O	O	
essi	O	O	
avean	O	O	
dovuto	O	O	
lasciarmi	O	O	
nell	O	O	
'	O	O	
animo	O	O	
.	O	O	

Ero	O	O	
suo	B-PER	O	
amico	I-PER	O	
d	I-PER	O	
'	I-PER	O	
infanzia	I-PER	O	
.	O	O	

Da	O	O	
che	O	O	
gli	O	O	
era	O	O	
passata	O	O	
la	O	O	
smania	O	O	
dei	O	O	
viaggi	O	O	
,	O	O	
ci	O	O	
vedevamo	O	O	
quasi	O	O	
tutti	O	O	
i	O	O	
giorni	O	O	
;	O	O	
e	O	O	
soltanto	O	O	
così	O	O	
avevo	O	O	
potuto	O	O	
intravvedere	O	O	
il	O	O	
terribile	O	O	
dramma	O	O	
che	O	O	
si	O	O	
era	O	O	
rapidamente	O	O	
svolto	O	O	
nella	O	O	
vita	O	O	
intima	O	O	
di	O	O	
lui	O	O	
.	O	O	

Conoscendo	O	O	
però	O	O	
la	O	O	
sua	O	O	
indole	O	O	
taciturna	O	O	
per	O	O	
quel	O	O	
che	O	O	
riguardava	O	O	
certi	O	O	
fatti	O	O	
personali	O	O	
,	O	O	
non	O	O	
mi	O	O	
attendevo	O	O	
più	O	O	
di	O	O	
poter	O	O	
essere	O	O	
un	O	O	
giorno	O	O	
o	O	O	
l	O	O	
'	O	O	
altro	O	O	
l	B-PER	O	
'	I-PER	O	
unico	I-PER	O	
confidente	I-PER	O	
di	O	O	
quel	O	O	
segreto	O	O	
che	O	O	
avea	O	O	
sconvolto	O	O	
all	O	O	
'	O	O	
ultimo	O	O	
la	O	O	
sua	O	O	
felice	O	O	
esistenza	O	O	
.	O	O	

Una	O	O	
mattina	O	O	
lo	O	O	
vidi	O	O	
apparire	O	O	
in	O	O	
casa	B-FAC	O	
mia	I-FAC	O	
con	O	O	
un	O	O	
grosso	O	O	
plico	O	O	
di	O	O	
carte	O	O	
in	O	O	
mano	O	O	
.	O	O	

--	O	O	
Ho	O	O	
bisogno	O	O	
dell	O	O	
'	O	O	
opera	O	O	
tua	O	O	
.	O	O	

Vengo	O	O	
a	O	O	
chiederti	O	O	
il	O	O	
grave	O	O	
sacrificio	O	O	
di	O	O	
essere	O	O	
per	O	O	
parecchi	O	O	
anni	O	O	
l	B-PER	O	
'	I-PER	O	
amministratore	I-PER	O	
dei	I-PER	O	
miei	I-PER	O	
beni	I-PER	O	
.	O	O	

--	O	O	
Intraprendi	O	O	
un	O	O	
lungo	O	O	
viaggio	O	O	
?	O	O	

--	O	O	
domandai	O	O	
.	O	O	

--	O	O	
No	O	O	
.	O	O	

E	O	O	
,	O	O	
dopo	O	O	
breve	O	O	
pausa	O	O	
,	O	O	
soggiunse	O	O	
:	O	O	
--	O	O	
Non	O	O	
ti	O	O	
faccio	O	O	
una	O	O	
confidenza	O	O	
;	O	O	
quel	O	O	
che	O	O	
ora	O	O	
ti	O	O	
dirò	O	O	
potrai	O	O	
ridirlo	O	O	
,	O	O	
se	O	O	
ti	O	O	
sembra	O	O	
opportuno	O	O	
.	O	O	

Vorrei	O	O	
anzi	O	O	
,	O	O	
come	O	O	
i	B-PER	O	
primi	I-PER	O	
cristiani	I-PER	O	
,	O	O	
confessarmi	O	O	
in	O	O	
pubblico	B-PER	O	
,	O	O	
ma	O	O	
temo	O	O	
di	O	O	
veder	O	O	
male	O	O	
interpretata	O	O	
la	O	O	
mia	O	O	
azione	O	O	
,	O	O	
di	O	O	
apparire	O	O	
ridicolo	O	O	
.	O	O	

Tu	O	O	
saprai	O	O	
intendermi	O	O	
e	O	O	
compatirmi	O	O	
.	O	O	

Lo	O	O	
guardai	O	O	
ansioso	O	O	
,	O	O	
e	O	O	
con	O	O	
un	O	O	
breve	O	O	
gesto	O	O	
di	O	O	
assentimento	O	O	
lo	O	O	
invitai	O	O	
a	O	O	
proseguire	O	O	
.	O	O	

--	O	O	
Sono	O	O	
stato	O	O	
un	B-PER	O	
miserabile	I-PER	O	
vigliacco	I-PER	O	
!	O	O	

--	O	O	
egli	O	O	
disse	O	O	
energicamente	O	O	
.	O	O	

--	O	O	
Ho	O	O	
commesso	O	O	
l	O	O	
'	O	O	
infamia	O	O	
di	O	O	
contristare	O	O	
,	O	O	
calunniandola	O	O	
con	O	O	
indegni	O	O	
sospetti	O	O	
,	O	O	
la	B-PER	O	
più	I-PER	O	
buona	I-PER	O	
,	I-PER	O	
la	I-PER	O	
più	I-PER	O	
santa	I-PER	O	
creatura	I-PER	O	
che	O	O	
io	O	O	
abbia	O	O	
conosciuta	O	O	
in	O	O	
questo	B-LOC	O	
mondo	I-LOC	O	
.	O	O	

La	O	O	
morte	O	O	
è	O	O	
stata	O	O	
giusta	O	O	
privandomi	O	O	
di	O	O	
così	O	O	
gran	O	O	
tesoro	O	O	
;	O	O	
non	O	O	
ero	O	O	
più	O	O	
degno	O	O	
di	O	O	
possederlo	O	O	
.	O	O	

Ho	O	O	
fatto	O	O	
anche	O	O	
peggio	O	O	
;	O	O	
sono	O	O	
stato	O	O	
assassino	B-PER	O	
...	O	O	
con	O	O	
l	O	O	
'	O	O	
intenzione	O	O	
soltanto	O	O	
;	O	O	
ma	O	O	
questa	O	O	
circostanza	O	O	
non	O	O	
significa	O	O	
niente	O	O	
.	O	O	

Ho	O	O	
goduto	O	O	
intera	O	O	
la	O	O	
malvagia	O	O	
sodisfazione	O	O	
che	O	O	
quel	O	O	
delitto	O	O	
mi	O	O	
avrebbe	O	O	
dato	O	O	
nel	O	O	
caso	O	O	
che	O	O	
avessi	O	O	
avuto	O	O	
la	O	O	
forza	O	O	
di	O	O	
compirlo	O	O	
,	O	O	
e	O	O	
ne	O	O	
sento	O	O	
vivissimo	O	O	
rimorso	O	O	
,	O	O	
quasi	O	O	
lo	O	O	
avessi	O	O	
davvero	O	O	
compiuto	O	O	
.	O	O	

La	O	O	
giustizia	O	O	
umana	O	O	
non	O	O	
può	O	O	
colpirmi	O	O	
;	O	O	
io	O	O	
però	O	O	
non	O	O	
mi	O	O	
reputo	O	O	
meno	B-PER	O	
assassino	I-PER	O	
per	O	O	
ciò	O	O	
.	O	O	

Mi	O	O	
son	O	O	
giudicato	O	O	
da	O	O	
me	O	O	
,	O	O	
inesorabilmente	O	O	
,	O	O	
e	O	O	
mi	O	O	
son	O	O	
condannato	O	O	
alla	O	O	
pena	O	O	
che	O	O	
avrei	O	O	
meritata	O	O	
se	O	O	
la	O	O	
mano	O	O	
avesse	O	O	
già	O	O	
posto	O	O	
in	O	O	
atto	O	O	
quel	O	O	
che	O	O	
il	O	O	
pensiero	O	O	
si	O	O	
è	O	O	
lungamente	O	O	
compiaciuto	O	O	
di	O	O	
architettare	O	O	
con	O	O	
la	O	O	
più	O	O	
raffinata	O	O	
malizia	O	O	
.	O	O	

--	O	O	
Oh	O	O	
,	O	O	
Tullio	B-PER	O	
!	O	O	

--	O	O	
esclamai	O	O	
.	O	O	

--	O	O	
Ti	O	O	
meravigli	O	O	
di	O	O	
scoprir	O	O	
cascato	O	O	
tanto	O	O	
in	O	O	
basso	O	O	
colui	O	O	
che	O	O	
ha	O	O	
vagheggiato	O	O	
in	O	O	
tutta	O	O	
la	O	O	
sua	O	O	
vita	O	O	
i	O	O	
più	O	O	
eccelsi	O	O	
ideali	O	O	
d	O	O	
'	O	O	
arte	O	O	
e	O	O	
di	O	O	
pensiero	O	O	
?	O	O	

La	O	O	
miseria	O	O	
dello	O	O	
spirito	O	O	
umano	O	O	
è	O	O	
così	O	O	
grande	O	O	
,	O	O	
che	O	O	
dovresti	O	O	
piuttosto	O	O	
maravigliarti	O	O	
di	O	O	
non	O	O	
vedermi	O	O	
cascato	O	O	
ancora	O	O	
più	O	O	
in	O	O	
basso	O	O	
!	O	O	

Sappi	O	O	
però	O	O	
che	O	O	
,	O	O	
se	O	O	
non	O	O	
sono	O	O	
stato	O	O	
effettivamente	O	O	
assassino	B-PER	O	
,	O	O	
la	O	O	
mia	O	O	
volontà	O	O	
non	O	O	
c	O	O	
'	O	O	
entra	O	O	
per	O	O	
nulla	O	O	
.	O	O	

Si	O	O	
fermò	O	O	
un	O	O	
istante	O	O	
,	O	O	
scosse	O	O	
la	O	O	
testa	O	O	
,	O	O	
strizzando	O	O	
un	O	O	
po	O	O	
'	O	O	
gli	O	O	
occhi	O	O	
,	O	O	
poi	O	O	
riprese	O	O	
:	O	O	
--	O	O	
Non	O	O	
riesco	O	O	
a	O	O	
spiegarmi	O	O	
neppur	O	O	
io	O	O	
come	O	O	
abbia	O	O	
cominciato	O	O	
a	O	O	
sospettare	O	O	
.	O	O	

Avrei	O	O	
dovuto	O	O	
reagire	O	O	
sùbito	O	O	
contro	O	O	
le	O	O	
prime	O	O	
impressioni	O	O	
prodotte	O	O	
da	O	O	
indizi	O	O	
riconosciuti	O	O	
fallaci	O	O	
.	O	O	

L	O	O	
'	O	O	
amor	O	O	
proprio	O	O	
,	O	O	
l	O	O	
'	O	O	
orgoglio	O	O	
lievemente	O	O	
feriti	O	O	
mi	O	O	
spinsero	O	O	
invece	O	O	
a	O	O	
dubitare	O	O	
